STATE,NAME,Population,Region,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021
1,Alabama,"5,024,279",1,5,0,3,-4,4,-7,3,5,3,-2,7,16,12,12,15,16,8,20,7,7,9,12,12,10,9,10,10,7,1,-7,-2,-11,-13,-20,-27,-35,-40,-33,-32,-28,-30,-30,-36,-41,-33,-36,-25,-32,-29,-41,-50,-37,-39,-36,-35,-34,-39,-64,-31,-30,-19,-26,-29,-33,-45,-23,-23,-23,-35,-26,-31,-30,-20,-21,-22,-18,-16,-21,-20,-11,-12,-11,-15,-22,-15,-19,-11,-9,-5,-10,-13,-15,-18,-8,-6,-1,-5,-11,-14,-13,-20,-12,-9,-6,-9,-11,-9,-1,-4,1,-6,-10,-11,-15,-10,-8,-1,-3,-7,-9,-8,-3,-3,1,-4,-6,-6,-10,-8,-7,-3,-6,-9,-11,-10,-5,-2,4,6,-3,-35,-18,-5,-7,-3,-6,-10,-11,-16,-6,-4,-3,-8,-11,-13,-12,-9,-9,-4,-8,-11,-14,-13,-8,-9,-5,-8,-7,-9,-10,-1,-4,-2,-8,-10,-12,-11,-7,-8,-5,-10,-12,-12,-11,-9,-9,-7,-12,-12,-13,-15,-13,-13,-9,-13,-15,-14,-17,-11,-7,-7,-4,-5,-9,-8,-16,-10,-6,-11,-11,-12,-13,-9,-18,-27,-14,-12,-12,-11,-9,-10,-8,-17,-12,-16,-13,-14,-11,-5,-6,-6,-10,-9,-7,-8,-7,-12,-14,-23,-16,-11,-11,-8,-11,-10,-13,-12,-12,-12,-9,-12,-11,-20,-14,-12,-12,-13,-12,-6,-11,-10,-9,4,-10,-13,-12,-13,-12,-12,-11,-8,-14,-12,-12,-14,-12,-12,-9,-13,-12,-14,-12,-6,-2,6,-76,-21,-25,-23,-11,-8,-8,-9,-14,-13,-14,-11,-12,-8,-12,-12,-15,-13,-11,-10,-8,-10,-10,-12,-10,1,4,17,-12,-86,-27,-21,-9,-9,1,1,-44,-19,-16,-5,-10,-10,-20,-18,-16,-15,-17,-15,-13,-17,-18,-19,-19,-14,-19,-16,-21,-20,-18,-21,-20,-18,-15,-18,-16,-15,-18,-17,-16,-9,-16,-16,-19,-21,-16,-15,-10,-19,-15,-14,-11,-36,-47,-17,-23,-17,-13,-13,-12,-10,-4,-9,-11,-8,-8,-10,-14,2,-6,-8,-5,-5,-6,-6,-1,-7,-6,0,3,-2,-2,-8,5,0,4,5,4,-3,6,-19,-1,-2,-3,3,2,-2,7,4,3,-23,7,7,13,4,-2,-2,6,4,3,3,-1,-2,-1,2,2,1,3,-1,-2,-9,2,1,1,4,0,1,3,-1,1,-11,8,2,1,4,3,-2,-4,1,-1,-2,-2,0,1,1,6,2,-1,-3,-1,2,3,8,5,1,-2,1,-13,3,3,2,-1,-3,-6,1,0,2,0,-3,-4,-1,1,2,6
2,Alaska,"733,391",2,5,15,3,-2,0,3,-1,5,12,4,6,12,10,12,13,18,6,11,11,9,9,12,13,7,13,12,12,7,0,5,1,-14,-19,-26,-28,-37,-30,-36,-37,-40,-40,-42,-47,-48,-40,-37,-35,-42,-42,-47,-41,-37,-38,-38,-38,-40,-41,-55,-36,-32,-25,-29,-32,-33,-28,-25,-27,-24,-27,-28,-25,-17,-14,-15,-12,-16,-16,-15,-9,-9,-6,-6,-11,-13,-8,2,-6,-4,0,-6,-5,-7,6,0,0,3,-3,-3,-8,3,-14,3,5,5,0,-2,9,9,7,11,6,3,2,15,3,7,13,9,6,5,18,14,13,12,8,3,2,16,9,11,14,10,4,5,12,12,20,33,26,11,-17,15,19,18,14,11,8,5,19,18,20,21,13,6,6,19,16,18,16,14,4,4,24,15,15,16,13,8,5,19,13,13,14,5,3,0,13,8,7,10,7,4,2,17,12,9,8,6,2,-1,8,4,3,5,1,0,-1,9,6,8,5,4,4,2,14,-6,4,4,1,-2,-1,9,4,2,2,-3,-2,-2,6,3,-1,-1,-6,-5,-5,2,0,-1,1,0,-3,-2,3,1,0,-4,-8,-7,-7,-2,-4,-6,-5,-8,-7,-6,-7,-4,-6,-6,-10,-9,-10,-8,-12,-10,-8,-10,-8,-8,-8,-9,-1,-13,-16,-21,-18,-19,-11,-10,-7,-16,-17,-17,-12,-13,-16,-16,-20,-19,-17,-15,-10,-10,-2,-74,-24,-23,-17,-10,-14,-16,-20,-19,-20,-17,-13,-17,-15,-18,-19,-16,-13,-11,-11,-11,-15,-14,-18,-7,0,-3,7,-14,-83,-30,-19,-11,-14,-6,-5,-46,-23,-17,-11,-12,-14,-19,-19,-20,-13,-14,-17,-15,-20,-19,-20,-15,-19,-21,-17,-19,-19,-20,-17,-16,-17,-17,-21,-18,-17,-12,-12,-16,-15,-18,-18,-19,-22,-17,-19,-14,-16,-13,-13,0,-13,-16,-15,-18,-16,-17,-11,-12,-14,-11,-13,-13,-11,-4,-9,-9,-3,-8,-9,-7,2,-3,-7,-8,-16,-7,-3,5,-4,1,4,-2,-2,-2,9,1,0,1,-8,-4,-3,5,-1,-1,1,2,0,-2,-24,4,1,3,-8,-4,-2,5,2,1,3,1,2,4,11,7,7,8,3,3,5,16,11,8,10,4,8,10,17,13,10,15,8,9,11,27,14,13,16,15,11,11,24,21,18,18,13,10,10,27,22,21,24,19,14,10,33,8,26,23,22,18,17,38,32,24,28,22,20,18,38,35,31,28
4,Arizona,"7,151,502",2,3,7,9,2,4,5,2,-2,6,5,5,9,9,7,6,12,8,9,8,9,6,4,9,9,6,5,6,0,-5,-2,0,-9,-23,-22,-28,-36,-37,-31,-32,-33,-34,-38,-41,-40,-30,-33,-38,-38,-38,-44,-43,-38,-38,-39,-37,-38,-43,-57,-39,-37,-31,-33,-37,-40,-38,-33,-34,-34,-34,-36,-40,-37,-31,-32,-31,-30,-31,-36,-34,-28,-27,-30,-29,-30,-32,-29,-25,-24,-24,-24,-26,-29,-25,-19,-18,-16,-15,-20,-25,-20,-20,-19,-19,-18,-22,-26,-23,-17,-18,-18,-18,-21,-23,-19,-14,-15,-16,-17,-20,-23,-20,-17,-17,-17,-17,-21,-25,-23,-20,-20,-20,-20,-24,-28,-25,-19,-19,-19,-16,-23,-42,-32,-21,-22,-23,-23,-27,-32,-29,-23,-22,-22,-23,-26,-30,-26,-21,-21,-22,-22,-25,-29,-26,-22,-22,-22,-22,-24,-28,-24,-20,-20,-22,-23,-25,-27,-24,-23,-24,-24,-24,-25,-27,-25,-23,-24,-24,-23,-24,-26,-23,-24,-23,-23,-23,-23,-25,-22,-20,-18,-20,-18,-21,-25,-20,-20,-22,-20,-20,-22,-23,-22,-21,-20,-21,-21,-21,-23,-21,-20,-20,-21,-20,-21,-23,-21,-20,-20,-20,-17,-19,-21,-19,-18,-18,-19,-18,-20,-22,-19,-18,-19,-18,-18,-19,-21,-18,-19,-19,-18,-18,-18,-20,-17,-17,-17,-17,-15,-16,-21,-19,-17,-15,-20,-19,-18,-20,-17,-18,-16,-12,-18,-19,-20,-18,-18,-19,-18,-18,-19,-20,-16,-13,-10,-2,-64,-25,-26,-22,-17,-17,-18,-18,-20,-20,-19,-18,-18,-18,-20,-20,-21,-19,-17,-16,-16,-16,-17,-19,-15,-6,-4,0,-15,-77,-30,-23,-14,-14,-10,-8,-38,-24,-22,-17,-18,-21,-21,-23,-23,-20,-20,-21,-22,-22,-23,-24,-20,-17,-23,-24,-23,-23,-24,-27,-28,-25,-22,-21,-24,-21,-17,-19,-19,-18,-19,-20,-20,-24,-20,-20,-18,-17,-18,-17,-8,-14,-19,-18,-18,-19,-18,-14,-16,-16,-14,-14,-15,-16,-12,-12,-13,-12,-13,-14,-15,-10,-12,-13,-11,-12,-15,-15,-6,-7,-7,0,-3,-8,-9,-2,-5,-8,-7,-8,-10,-10,-4,-6,-6,-4,-3,-7,-10,-26,-6,-6,-5,-7,-10,-11,-6,-8,-8,-7,-8,-11,-12,-7,-8,-8,-9,-8,-11,-13,-8,-10,-10,-9,-9,-11,-13,-8,-8,-8,-8,-10,-12,-12,-5,-9,-11,-10,-10,-12,-14,-9,-8,-9,-8,-7,-12,-15,-10,-8,-8,-7,-6,-11,-16,-10,-11,-9,-10,-9,-14,-17,-12,-9,-10,-11,-10,-15,-18,-14,-11,-12,-12
5,Arkansas,"3,011,524",1,3,5,1,-3,4,2,5,3,0,3,7,16,16,18,17,18,14,22,15,17,13,12,16,6,13,12,14,5,-7,-5,-6,-10,-12,-18,-23,-33,-41,-29,-30,-25,-24,-28,-39,-29,-31,-26,-19,-24,-28,-42,-36,-29,-30,-25,-25,-25,-35,-53,-26,-25,-10,-15,-23,-25,-31,-16,-15,-25,-18,-20,-23,-18,-14,-15,-9,-8,-8,-15,-15,-8,-5,-4,-9,-10,-9,-8,-9,-13,-3,-7,-13,-16,-11,-2,-2,1,-2,-7,-11,-6,-16,-6,-3,-4,-5,-10,-4,2,1,4,-1,-4,-9,-4,-10,0,3,1,-3,-8,-3,-1,0,1,0,-2,-9,-6,-5,-3,1,-1,-6,-11,-7,-5,2,7,10,5,-26,-11,0,-1,0,-5,-5,-12,-5,-4,-2,0,-4,-6,-12,-7,-5,-4,-4,-5,-6,-12,-7,-4,-4,-4,-4,-3,-6,-2,2,0,0,-3,-5,-9,-5,-3,-6,-1,-3,-5,-9,-4,-3,-3,0,-1,-4,-8,-2,-5,-6,-4,-16,-7,-12,-9,-8,-5,-5,1,0,-7,-2,-12,-6,-4,-6,-6,-11,-8,-5,-4,-4,-5,-5,-8,-5,-6,-11,-10,-7,-5,-10,-8,-7,-6,-4,-1,-1,-7,-4,-4,-7,-6,-7,-6,-14,-7,-8,-8,-4,-6,-5,-11,-9,-9,-8,-5,-6,-7,-12,-10,-11,-9,-12,-5,0,-7,-6,-6,-1,-7,-7,-6,-11,-8,-9,-9,-6,-9,-8,-15,-10,-11,-10,-8,-10,-10,-16,-13,-5,-3,10,-74,-17,-21,-20,-9,-5,-10,-8,-9,-14,-12,-10,-10,-8,-8,-13,-12,-25,-12,-10,-7,-7,-6,-13,-5,3,5,16,-5,-84,-22,-18,-8,-11,-8,2,-33,-19,-11,-2,-5,-12,-16,-14,-16,-15,-14,-14,-13,-16,-17,-20,-17,-15,-16,-16,-16,-15,-19,-20,-15,-11,-14,-13,-12,-19,-15,-9,-10,-5,-10,-9,-17,-21,-16,-13,-23,-41,-19,-16,-40,-76,-52,-71,-54,-35,-25,-17,-2,0,0,-5,-9,-11,-10,-3,-3,5,1,-5,-4,1,-2,-2,-1,-2,-2,3,6,11,11,12,11,9,6,15,8,7,12,2,6,-1,17,11,6,12,15,14,7,-9,9,9,9,12,4,5,14,9,8,6,8,2,1,7,6,3,6,4,-1,-2,9,5,4,2,2,8,3,2,9,6,12,8,6,7,9,2,-3,7,9,6,1,8,1,3,3,6,3,0,7,5,5,10,8,10,2,11,-6,4,10,14,8,-1,6,3,4,9,8,4,-1,9,8,9,10
6,California,"39,538,223",2,1,5,9,0,0,2,1,0,4,2,3,5,5,4,4,5,6,8,4,5,2,0,2,3,-1,3,-3,-3,-13,-16,-12,-23,-29,-32,-40,-48,-50,-41,-42,-42,-42,-44,-50,-50,-40,-40,-39,-41,-42,-50,-53,-46,-47,-47,-49,-47,-48,-62,-45,-43,-45,-54,-56,-59,-59,-54,-53,-53,-53,-54,-56,-56,-51,-51,-49,-47,-47,-50,-50,-44,-44,-46,-46,-46,-46,-47,-45,-45,-44,-45,-45,-47,-47,-43,-42,-41,-40,-41,-44,-43,-43,-40,-39,-39,-40,-42,-43,-41,-39,-36,-35,-36,-37,-35,-32,-32,-31,-31,-32,-34,-32,-29,-29,-29,-28,-30,-31,-32,-29,-29,-29,-29,-31,-33,-31,-26,-25,-24,-22,-25,-48,-36,-26,-27,-28,-28,-31,-33,-32,-27,-28,-29,-30,-31,-34,-32,-28,-29,-29,-29,-31,-33,-31,-28,-29,-29,-29,-30,-32,-30,-26,-27,-27,-27,-29,-31,-29,-27,-27,-28,-29,-30,-33,-31,-28,-30,-30,-30,-31,-32,-31,-29,-29,-29,-29,-30,-30,-28,-28,-26,-27,-26,-26,-31,-29,-27,-28,-29,-29,-29,-29,-29,-27,-27,-28,-28,-27,-27,-26,-27,-27,-27,-28,-27,-27,-26,-26,-28,-27,-25,-27,-26,-25,-25,-26,-27,-26,-27,-26,-25,-25,-26,-26,-26,-26,-26,-25,-26,-27,-26,-27,-26,-26,-26,-26,-26,-25,-24,-24,-26,-26,-24,-24,-28,-27,-27,-29,-28,-25,-25,-20,-27,-28,-27,-26,-26,-28,-28,-28,-29,-29,-27,-23,-21,-15,-63,-35,-35,-31,-27,-27,-28,-28,-29,-29,-29,-30,-31,-31,-32,-34,-34,-35,-29,-29,-29,-30,-31,-32,-29,-21,-20,-16,-28,-76,-41,-38,-34,-28,-25,-25,-52,-38,-37,-31,-32,-35,-36,-36,-36,-35,-34,-35,-36,-36,-37,-37,-35,-30,-37,-36,-35,-37,-40,-38,-36,-34,-36,-36,-38,-32,-31,-31,-32,-31,-31,-31,-30,-35,-31,-32,-30,-31,-30,-28,-23,-25,-31,-30,-30,-31,-29,-26,-28,-28,-28,-28,-28,-26,-24,-25,-26,-28,-25,-26,-25,-24,-25,-27,-29,-27,-27,-24,-24,-26,-22,-20,-22,-23,-21,-18,-21,-22,-21,-22,-22,-21,-18,-19,-19,-16,-16,-18,-19,-33,-17,-19,-18,-18,-20,-20,-17,-20,-21,-20,-19,-20,-20,-17,-19,-19,-20,-20,-21,-20,-19,-20,-19,-18,-18,-19,-19,-16,-16,-17,-16,-18,-18,-17,-14,-17,-18,-18,-18,-18,-19,-17,-17,-18,-17,-17,-18,-18,-15,-16,-17,-15,-14,-14,-18,-14,-13,-15,-14,-13,-15,-17,-14,-14,-13,-13,-12,-16,-18,-14,-13,-13,-13
8,Colorado,"5,773,714",2,2,7,5,-5,-6,2,3,3,-4,0,-3,7,7,7,5,8,3,9,8,8,6,6,8,6,6,7,6,-6,-14,-14,-7,-24,-26,-46,-42,-43,-41,-31,-35,-35,-50,-53,-56,-51,-44,-40,-41,-48,-47,-50,-47,-41,-41,-41,-42,-43,-46,-69,-53,-45,-38,-53,-43,-47,-43,-37,-38,-38,-39,-40,-41,-39,-31,-32,-31,-32,-31,-38,-31,-27,-25,-28,-28,-30,-31,-25,-31,-27,-25,-26,-29,-31,-25,-20,-20,-19,-19,-22,-30,-31,-21,-19,-19,-18,-22,-27,-19,-14,-15,-13,-15,-19,-26,-14,-13,-15,-11,-12,-16,-22,-13,-10,-10,-10,-11,-16,-18,-14,-10,-9,-9,-10,-17,-18,-12,-7,-4,-3,0,-8,-36,-17,-6,-8,-7,-7,-13,-18,-11,-8,-8,-7,-8,-13,-19,-11,-6,-7,-7,-7,-13,-18,-11,-7,-9,-7,-7,-10,-16,-9,-5,-6,-7,-7,-12,-17,-10,-8,-8,-8,-8,-13,-17,-10,-9,-10,-10,-10,-13,-18,-12,-12,-13,-13,-12,-15,-17,-11,-11,-9,-10,-8,-11,-16,-9,-8,-24,-20,-15,-14,-15,-12,-12,-12,-12,-12,-13,-16,-13,-11,-13,-13,-12,-14,-16,-14,-12,-13,-11,-10,-13,-14,-11,-12,-13,-14,-13,-14,-17,-15,-13,-15,-14,-13,-15,-18,-19,-16,-16,-15,-17,-19,-18,-41,-34,-20,-17,-15,-15,-19,-19,-16,-16,-21,-19,-20,-22,-22,-26,-23,-18,-21,-22,-28,-24,-21,-22,-21,-21,-24,-28,-27,-18,-26,-9,-71,-34,-34,-32,-24,-26,-27,-24,-26,-27,-25,-23,-24,-23,-25,-35,-34,-32,-25,-26,-22,-22,-26,-26,-22,-10,-9,-6,-17,-86,-35,-31,-25,-26,-16,-10,-46,-32,-30,-19,-23,-25,-26,-26,-35,-32,-25,-25,-26,-27,-27,-28,-26,-22,-29,-27,-27,-27,-28,-30,-29,-41,-29,-25,-23,-24,-20,-23,-21,-22,-25,-25,-24,-28,-26,-26,-25,-23,-29,-34,-34,-24,-25,-28,-28,-23,-23,-21,-20,-18,-22,-31,-20,-21,-17,-17,-17,-15,-22,-17,-17,-12,-17,-15,-13,-12,-19,-47,-76,-39,-18,-6,-7,-11,-11,-13,-19,-14,-15,-11,-16,-14,-9,-10,-17,-8,-6,-9,-11,-29,-10,-14,-8,-9,-12,-12,-8,-12,-14,-13,-19,-21,-17,-9,-18,-15,-16,-12,-13,-13,-6,-10,-15,-12,-8,-10,-12,-11,-15,-9,-8,-7,-10,-10,-5,-15,-15,-7,-6,-9,-12,-7,-9,-8,-4,-3,-9,-13,-3,-3,-2,-2,2,-4,-12,-9,-6,-3,-2,0,-6,-10,-2,-1,0,-1,0,-5,-10,-2,0,-1,-1
9,Connecticut,"3,605,944",3,4,5,11,-1,2,2,1,10,9,4,1,5,3,4,9,10,7,6,6,7,2,10,8,9,4,5,5,-4,-7,-13,-7,-27,-27,-33,-32,-38,-43,-47,-43,-46,-41,-42,-48,-56,-43,-42,-40,-44,-46,-47,-50,-39,-41,-46,-48,-45,-44,-65,-57,-39,-36,-40,-42,-51,-41,-39,-46,-40,-41,-45,-37,-50,-40,-33,-37,-42,-37,-32,-30,-30,-27,-35,-31,-37,-35,-29,-35,-30,-29,-29,-31,-29,-29,-26,-25,-21,-22,-23,-32,-20,-29,-23,-20,-24,-26,-21,-18,-14,-17,-15,-14,-20,-17,-13,-10,-11,-11,-20,-14,-14,-12,-8,-8,-7,-8,-12,-11,-10,-7,-7,-8,-8,-13,-18,-13,-9,-8,-6,3,-8,-31,-15,-4,-8,-10,-7,-18,-13,-9,-6,-6,-6,-6,-13,-13,-11,-7,-6,-8,-8,-11,-11,-9,-6,-7,-6,-7,-10,-10,-12,-1,-19,4,1,-7,-8,-5,-1,-5,-7,-9,-11,-12,-17,-7,-7,-9,-6,-10,-11,-9,-7,-7,-5,-15,-8,-13,-5,-5,-4,-11,-4,-7,-8,-5,-5,-10,-10,-14,-12,-7,-9,-8,-9,-10,-9,-10,-6,-6,-8,-9,-9,-11,-11,-8,-9,-9,-12,-11,-8,-13,-6,-7,-11,-12,-14,-11,-13,-9,-8,-12,-21,-10,-11,-20,-7,-9,-13,-14,-13,-12,-15,-11,-10,-14,-12,-16,-20,-22,-13,-19,-14,-5,-17,-16,-17,-12,-11,-14,-14,-15,-20,-21,-15,-19,-16,-18,-18,-17,-18,-15,-17,-15,-8,4,-74,-24,-21,-18,-28,-14,-16,-15,-19,-34,-15,-16,-18,-18,-17,-18,-19,-13,-17,-6,-11,-64,-23,-15,-19,-3,0,10,-5,-86,-28,-24,-11,-12,-8,-4,-48,-23,-30,-20,-20,-22,-24,-26,-21,-22,-23,-22,-24,-25,-27,-26,-22,-18,-26,-28,-27,-26,-24,-27,-25,-33,-30,-25,-31,-23,-17,-74,-39,-23,-22,-26,-16,-56,-23,-40,-20,-23,-22,-16,-19,-22,-28,-17,-42,-39,-18,-18,-26,-20,-16,-18,-19,-20,-17,-19,-20,-13,-18,-20,-14,-14,-17,-15,-14,-14,-14,-9,-12,-15,-15,-8,-18,-14,-5,-2,-8,-8,-10,-9,-12,-3,-17,-8,-6,-8,-5,-9,-4,-36,-6,-7,-4,-6,-10,-5,-9,-10,-7,-5,-17,-17,-8,-3,-6,-3,-11,-8,-9,-3,-10,-6,-6,-4,-10,-8,-1,2,-4,-5,-6,-3,-6,1,6,-5,-3,-1,-1,-4,1,2,1,1,3,1,-4,0,6,1,1,2,4,-4,-9,-7,-1,0,2,0,-3,1,5,5,0,5,5,0,-1,6,-1,5,9
